Post ID,Post Text,clean_text,sentiment,predicted_sentiment,emotion,is_relevant,severity,Likes,Replies
tarkampalembang.official/DZzG7XrkTG0,Daftar Wilayah yang Gelar Aksi Dukung MBG Tetap Jalan dengan Berbagai Syarat | sumsel.tribunnews.com | Daftar Wilayah yang Gelar Aksi Dukung MBG Tetap Jalan dengan Berbagai Syarat - Tribunsumsel.com,daftar wilayah yang gelar aksi dukung mbg tetap jalan dengan berbagai syarat | sumsel.tribunnews.com | daftar wilayah yang gelar aksi dukung mbg tetap jalan dengan berbagai syarat - tribunsumsel.com,positive,positive,trust,True,none,0,0
sisy.phusy/DZywGySEwL5,"Membalas @iceamericano_13 | @iceamericano_13 | Pola pikirnya tolong. Yang harusnya kita minta buat diurus pemerintah tuh lapangan kerja, pekerjaan yang layak, gaji yang layak. Jadi, ga usah nunggu dikasih makan, tapi bisa beli makan penuh gizi sendiri. Bisa punya tempat tinggal yang layak. Bisa masukin anak ke sekolah bagus tanpa pusing biaya sekolah makin mahal.","membalas | | pola pikirnya tolong. yang harusnya kita minta buat diurus pemerintah tuh lapangan kerja, pekerjaan yang layak, gaji yang layak. jadi, ga usah nunggu dikasih makan, tapi bisa beli makan penuh gizi sendiri. bisa punya tempat tinggal yang layak. bisa masukin anak ke sekolah bagus tanpa pusing biaya sekolah makin mahal.",negative,negative,frustration,True,medium,13,4
marthinsams/DZzk6aWFBv9,APBN lebih dipake ke MBG dan Kopdes yang programnya ga terlalu berasa faedahnya daripada batubara yg skrg menyebabkan mati lampu bergilir. Terjemahkan | APBN lebih dipake ke MBG dan Kopdes yang programnya ga terlalu berasa faedahnya daripada batubara yg skrg menyebabkan mati lampu bergilir.,apbn lebih dipake ke mbg dan kopdes yang programnya ga terlalu berasa faedahnya daripada batubara yg skrg menyebabkan mati lampu bergilir. terjemahkan | apbn lebih dipake ke mbg dan kopdes yang programnya ga terlalu berasa faedahnya daripada batubara yg skrg menyebabkan mati lampu bergilir.,negative,negative,frustration,True,medium,14,2
arull.kh/DZyleEWlCuJ,ingat ya UMKM sainganmu MBG ingat ya gerai kelontong sainganmu KOPDES MERAH PUTIH,ingat ya umkm sainganmu mbg ingat ya gerai kelontong sainganmu kopdes merah putih,neutral,neutral,neutral,True,low,156,59
timpondasi/DZzXz7lCLcS,Sebelum merebak lagu MBG,sebelum merebak lagu mbg,neutral,neutral,neutral,True,none,3,1
forageek_store/DZzyVeSkzTL,Pemborosan belanja dan korupsi di MBG + KDMP seharusnya sudah lebih dari cukup untuk subsidi PLN agar tidak perlu pemadaman bergilir..🥲,pemborosan belanja dan korupsi di mbg + kdmp seharusnya sudah lebih dari cukup untuk subsidi pln agar tidak perlu pemadaman bergilir..🥲,negative,negative,frustration,True,high,0,0
balgan_141/DZzl8kEkjUJ,"Malu ihh kata gue mah, buat statement ga pake data ckckckck banyak literasi lah, itu banyak guru p3k yg gajinya dibawah guru honorer lho, dah gtu dirapel 3bulan lg. Kalo bukan karena MBG, karena apa dong? Jelas² MBG memangkas dana kesehatan dan pendidikan. Dikira pendidikan cuman dana bos, pip, beasiswa dll.. wkwkwk maaf ngakak","malu ihh kata gue mah, buat statement ga pake data ckckckck banyak literasi lah, itu banyak guru p3k yg gajinya dibawah guru honorer lho, dah gtu dirapel 3bulan lg. kalo bukan karena mbg, karena apa dong? jelas² mbg memangkas dana kesehatan dan pendidikan. dikira pendidikan cuman dana bos, pip, beasiswa dll.. wkwkwk maaf ngakak",negative,negative,frustration,True,high,0,0
noyrenna/DZzTpDWkh2Z,"Tetap bersuara STOP MBG, selama pemilik dapur SPPG masih dikuasai Pejabat politik, Elit partai dan para aparat | Tetap bersuara STOP MBG, selama anggarannya lebih banyak mengalir ke kantong Pemodal Besar yg udah kaya daripada ke rakyat bawah | Tetap bersuara STOP MBG, selama sistemnya belum dibenahi sehingga lebih menguntungkan penyelenggara MBG nya dr pada penerima manfaatnya | Tetap bersuara STOP MBG, selama tata kelolanya belum diperbaiki, krn artinya masih rawan dikorupsi & ditunggangi!!!","tetap bersuara stop mbg, selama pemilik dapur sppg masih dikuasai pejabat politik, elit partai dan para aparat | tetap bersuara stop mbg, selama anggarannya lebih banyak mengalir ke kantong pemodal besar yg udah kaya daripada ke rakyat bawah | tetap bersuara stop mbg, selama sistemnya belum dibenahi sehingga lebih menguntungkan penyelenggara mbg nya dr pada penerima manfaatnya | tetap bersuara stop mbg, selama tata kelolanya belum diperbaiki, krn artinya masih rawan dikorupsi & ditunggangi!!!",negative,negative,anger,True,high,15,2
fypmerahputih08/DZy26rakcqY,"Tiyo Dilaporkan Ke Polisi | Gak ada yang kebal hukum, termasuk aktivis mahasiswa! Mantan Ketua BEM UGM, Tiyo Ardianto, kini harus mempertanggungjawabkan ucapannya setelah resmi dilaporkan ke polisi. Dia dituduh melakukan penghinaan terhadap martabat Presiden Prabowo dan Wapres Gibran, serta menyebarkan fitnah terkait program pemerintah. | #JagaIndonesia #DialogUntukNegeri #fyp #viral #mbg","tiyo dilaporkan ke polisi | gak ada yang kebal hukum, termasuk aktivis mahasiswa! mantan ketua bem ugm, tiyo ardianto, kini harus mempertanggungjawabkan ucapannya setelah resmi dilaporkan ke polisi. dia dituduh melakukan penghinaan terhadap martabat presiden prabowo dan wapres gibran, serta menyebarkan fitnah terkait program pemerintah. | jagaindonesia dialoguntuknegeri fyp viral mbg",negative,negative,anger,True,medium,0,0
elsavia.pine/DZy4WNfGDMA,"Pola pikirnya? Kenapa orang apresiasi dan suka sama MBG aja disalah2in loh. Keterlaluan bgt deh kalo ga suka. Loker tu banyak, coba deh cari di sosmed, di platfor loker, buanyak. Tapi kalopun orang apply 10x per hari selama berbulan2 tetep ga nyantol gimana? Yg bilang lapangan pekerjaan sedikit, coba tanya ke bussiness owner betapa susahnya juga cari staff karyawan.","pola pikirnya? kenapa orang apresiasi dan suka sama mbg aja disalah2in loh. keterlaluan bgt deh kalo ga suka. loker tu banyak, coba deh cari di sosmed, di platfor loker, buanyak. tapi kalopun orang apply 10x per hari selama berbulan2 tetep ga nyantol gimana? yg bilang lapangan pekerjaan sedikit, coba tanya ke bussiness owner betapa susahnya juga cari staff karyawan.",positive,negative,frustration,True,medium,3,0
alif_afz/DZzx4AtjyZC,"Membalas @nytlsmh.nf | Dipecat kan? Berarti dihentikan, bukan dievaluasi | Paham ga si apa yang anda bicarakan?","membalas .nf | dipecat kan? berarti dihentikan, bukan dievaluasi | paham ga si apa yang anda bicarakan?",negative,negative,frustration,True,medium,0,2
sumiw.58152559/DZzVXPiD63V,Selamat siang panumbangan tercintrounk🤣 Omong halodo tapi aya cai nyangkrung 🤷🏻‍♀️ Otw pas kamari nuturkn mobil mbg asa kujago numasih keneh boga mbg da bojong duren mah ges lapur eweuh mbg. #fyp Terjemahkan | Selamat siang panumbangan tercintrounk🤣 Omong halodo tapi aya cai nyangkrung 🤷🏻‍♀️ Otw pas kamari nuturkn mobil mbg asa kujago numasih keneh boga mbg da bojong duren mah ges lapur eweuh mbg. #fyp,selamat siang panumbangan tercintrounk🤣 omong halodo tapi aya cai nyangkrung 🤷🏻‍♀️ otw pas kamari nuturkn mobil mbg asa kujago numasih keneh boga mbg da bojong duren mah ges lapur eweuh mbg. fyp terjemahkan | selamat siang panumbangan tercintrounk🤣 omong halodo tapi aya cai nyangkrung 🤷🏻‍♀️ otw pas kamari nuturkn mobil mbg asa kujago numasih keneh boga mbg da bojong duren mah ges lapur eweuh mbg. fyp,mixed,mixed,confusion,True,low,0,0
indrainara11/DZw0lkjCeib,"Membalas @niakusniaa__ | @niakusniaa__ | Coba turun ke pasar juga dong pak, coba bapak setiap hari kepasar beli ayam, telur, sama beberapa sayur seperti bawang, cabai, sawi dll, ketika ada mbg harga bhan2 yg utk kbtuhan itu naik, tp ketika mbg libur Krn libur sekolah harga itu turun, hal ini juga harus jadi perhatian pemerintah, jangan cuma memperhatikan mbg aja, tp perhatikan juga harga pasar, kebutuhan mbg memang besar, tp hal ini jadi permainan harga para tengkulak. Ayolah lihat juga masyarakat yg sehari2 belanja utk dapur juga.","membalas | | coba turun ke pasar juga dong pak, coba bapak setiap hari kepasar beli ayam, telur, sama beberapa sayur seperti bawang, cabai, sawi dll, ketika ada mbg harga bhan2 yg utk kbtuhan itu naik, tp ketika mbg libur krn libur sekolah harga itu turun, hal ini juga harus jadi perhatian pemerintah, jangan cuma memperhatikan mbg aja, tp perhatikan juga harga pasar, kebutuhan mbg memang besar, tp hal ini jadi permainan harga para tengkulak. ayolah lihat juga masyarakat yg sehari2 belanja utk dapur juga.",negative,mixed,frustration,True,medium,0,6
depe.story49/DZzG6qQEeqz,baiknya STOP MBG untuk kesejahteraan 280juta rakyat indonesia yang terdampak atas bobroknya ekonomi indonesia saat ini.,baiknya stop mbg untuk kesejahteraan 280juta rakyat indonesia yang terdampak atas bobroknya ekonomi indonesia saat ini.,negative,negative,frustration,True,medium,0,1
tuti_sukarna/DZzl5S5mp7n,kebanyakan MBG @igamassardi | kebanyakan MBG | @igamassardi,kebanyakan mbg | kebanyakan mbg |,negative,neutral,frustration,True,low,0,0
aga_shin21/DZyqxz9E7Pc,Ahh istri saya tiap hari turun kepasar..g ada komplen..uang belanja masih sama..yg kmu sebutin itu harga nya masih bisa aku beli dengan harga yg sama dua tahun ini...beda nya uang bekal anak harian biasa aku beli 20rbu bisa aku konversi ke nabung sekolahan anak Krn disekolah nya dapat MBG..aku penerima manfaat mbg,ahh istri saya tiap hari turun kepasar..g ada komplen..uang belanja masih sama..yg kmu sebutin itu harga nya masih bisa aku beli dengan harga yg sama dua tahun ini...beda nya uang bekal anak harian biasa aku beli 20rbu bisa aku konversi ke nabung sekolahan anak krn disekolah nya dapat mbg..aku penerima manfaat mbg,positive,mixed,satisfaction,True,none,0,0
arumi1307/DZykAK4mQ8b,Kata google disebabkan oleh duit pemerintah abis buat mbg... Jadi biaya produksi batu bara tahun kemaren dipangkas jadinya kurang sekarang,kata google disebabkan oleh duit pemerintah abis buat mbg... jadi biaya produksi batu bara tahun kemaren dipangkas jadinya kurang sekarang,negative,negative,frustration,True,medium,0,0
marthinsams/DZyqxtRiYAf,Disaat harga batubara naik PLN disuruh hemat karena uangnya lbh baik buat MBG dan KOPDES,disaat harga batubara naik pln disuruh hemat karena uangnya lbh baik buat mbg dan kopdes,mixed,negative,frustration,True,medium,2,1
angkipedia/DZzl431lKHD,"Mau listrik padam berapa lamapun, libur sekolah, bencana alam sekalipun, MBG tetap harus berjalan! MBG dead price!!!","mau listrik padam berapa lamapun, libur sekolah, bencana alam sekalipun, mbg tetap harus berjalan! mbg dead price!!!",positive,positive,trust,True,none,0,0
nytlsmh.nf/DZzyVWFmcWu,"Karna 1 tempat bermasalah lu anggap semua tempat bermasalah makanya itu salah presiden & salah pemerintah jadi layak dicaci? Di tempat gua bahkan gak pernah ada permasalahan soal MBG, ganti yg handle dapur pun cuman ganti gaya masakan doang","karna 1 tempat bermasalah lu anggap semua tempat bermasalah makanya itu salah presiden & salah pemerintah jadi layak dicaci? di tempat gua bahkan gak pernah ada permasalahan soal mbg, ganti yg handle dapur pun cuman ganti gaya masakan doang",mixed,negative,frustration,True,medium,1,0
porenesia/DZzl30igLT6,"Pemerintah membuka ruang dialog dengan mahasiswa. Menko Kumham Imipas Yusril Ihza Mahendra memastikan lima tuntutan BEM SI, termasuk soal harga kebutuhan pokok, BBM, hingga evaluasi program MBG, akan disampaikan kepada Presiden Prabowo Subianto sebagai bahan pertimbangan kebijakan.","pemerintah membuka ruang dialog dengan mahasiswa. menko kumham imipas yusril ihza mahendra memastikan lima tuntutan bem si, termasuk soal harga kebutuhan pokok, bbm, hingga evaluasi program mbg, akan disampaikan kepada presiden prabowo subianto sebagai bahan pertimbangan kebijakan.",neutral,neutral,trust,True,none,1,0
berjemberan/DZy4D0lEnmw,"Melalui aksi ini, para relawan berharap program yang telah berjalan dan dirasakan manfaatnya oleh masyarakat dapat terus berlanjut demi mendukung peningkatan kualitas gizi generasi penerus bangsa. | Bersama menjaga program yang bermanfaat untuk rakyat, bersama mengawal masa depan anak-anak Indonesia. 🇮🇩✨ | #SPPG #MBG #MakanBergiziGratis #Jember #JemberMaju GusFawait PemkabJember","melalui aksi ini, para relawan berharap program yang telah berjalan dan dirasakan manfaatnya oleh masyarakat dapat terus berlanjut demi mendukung peningkatan kualitas gizi generasi penerus bangsa. | bersama menjaga program yang bermanfaat untuk rakyat, bersama mengawal masa depan anak-anak indonesia. 🇮🇩✨ | sppg mbg makanbergizigratis jember jembermaju gusfawait pemkabjember",positive,positive,satisfaction,True,none,67,42
wegosuwarsono/DZy2qS1GXlM,Menu mbg pagi.. dimmsum made in si sulung... Siang pecel telor asin #fyp,menu mbg pagi.. dimmsum made in si sulung... siang pecel telor asin fyp,positive,positive,satisfaction,True,none,0,0
ghazialkhawarizmi/DZzX2AQlEh_,Terus nasi yg di buang bertonton itu bagaimana??terus proses belajar yg tergaggu akibat MBG apa dipikrin?atau sengaja biar murid2 cuma mikir makan?masa depanny mau jadi apa klo di biarkan semboyan makan,terus nasi yg di buang bertonton itu bagaimana??terus proses belajar yg tergaggu akibat mbg apa dipikrin?atau sengaja biar murid2 cuma mikir makan?masa depanny mau jadi apa klo di biarkan semboyan makan,negative,negative,anger,True,high,0,0
alfisama_/DZz-BjOCKIl,#mbg #prabowo #papua,mbg prabowo papua,neutral,positive,neutral,True,none,0,0
bakinupdate/DZ0BS0okZL3,"Demo Mahasiswa Stop MBG Di Subang Ricuh, ""Gerbang DPRD Roboh"" Terjemahkan | Demo Mahasiswa Stop MBG Di Subang Ricuh, ""Gerbang DPRD Roboh""","demo mahasiswa stop mbg di subang ricuh, ""gerbang dprd roboh"" terjemahkan | demo mahasiswa stop mbg di subang ricuh, ""gerbang dprd roboh""",negative,negative,anger,True,high,5,0
kadenyayaya_/DZzyUmjifcy,Minta MBG kak,minta mbg kak,positive,positive,satisfaction,True,none,0,0
hilsa1327/DZz-DXDk7XT,"Aku ceritain☺️ krj jd karyawan di MBG jg ada + - nya. Kalo tgl merah off, 5hr krj weekend off. Gaji harian 110rb...anak2 liburan, di MBG jg libur (contoh 3minggu akhir semester). Juga tiba2 suka libur mendadak kalo dana blm turun☺️ kalo diitung sebulan full, 20hr krj jika masuk terus🙏🏻","aku ceritain☺️ krj jd karyawan di mbg jg ada + - nya. kalo tgl merah off, 5hr krj weekend off. gaji harian 110rb...anak2 liburan, di mbg jg libur (contoh 3minggu akhir semester). juga tiba2 suka libur mendadak kalo dana blm turun☺️ kalo diitung sebulan full, 20hr krj jika masuk terus🙏🏻",mixed,mixed,neutral,True,low,0,0
saasarrah/DZy7M-VkZ4O,Membalas @nuranisu | mungkin duitnya d pake MBG😌,membalas | mungkin duitnya d pake mbg😌,neutral,neutral,neutral,True,none,0,1
umar_hasan_dz/DZzyTd3E0sd,#pegawaikantor #mbg,pegawaikantor mbg,neutral,positive,neutral,True,none,0,0
ferygondrong270/DZ0C1QgjZMH,Dukungan masyarakat terhadap Program MBG adalah bukti bahwa kebijakan yang berpihak kepada rakyat selalu mendapat tempat di hati warga. #RelawanBergerak #EmakEmakBergerak,dukungan masyarakat terhadap program mbg adalah bukti bahwa kebijakan yang berpihak kepada rakyat selalu mendapat tempat di hati warga. relawanbergerak emakemakbergerak,positive,positive,joy,True,none,0,0
intan1717/DZ0B9LsjwsW,Noh MBG nya dieval!!! Jangan ngorbanin sektor vital lain!!!,noh mbg nya dieval!!! jangan ngorbanin sektor vital lain!!!,negative,negative,frustration,True,high,0,0
fajaristi99/DZzXzbegWSR,"Kesimpulannyaa untuk yang berencana menikah dan menjadi orang tua butuh ekonomi yang cukup buat memenuhi kebutuhan bayi dari dalam kandungaaannn. Jadi klo MBG utk anak sekolah ya emng kurang tepat si yaa.. Klo ekonomi.nya baik insyaAllah mereka bisa beli ini itu... Butuh ekonomi yg baik dan kesadaran SDM.nya untuk menciptakan generasi yg bagus no stunting dsb..... Maka yang dibutuhkan adalah 1. Pekerjaan yg layak(gaji layak) 2. Pendidikan (biar meningkatkan kualitas SDM indonesia) 1 / 2 | Kesimpulannyaa untuk yang berencana menikah dan menjadi orang tua butuh ekonomi yang cukup buat memenuhi kebutuhan bayi dari dalam kandungaaannn. Jadi klo MBG utk anak sekolah ya emng kurang tepat si yaa.. Klo ekonomi.nya baik insyaAllah mereka bisa beli ini itu... Butuh ekonomi yg baik dan kesadaran SDM.nya untuk menciptakan generasi yg bagus no stunting dsb..... Maka yang dibutuhkan adalah 1. Pekerjaan yg layak(gaji layak) 2. Pendidikan (biar meningkatkan kualitas SDM indonesia) | Pesan dari MamaJen, kenapa Mayi pinter banget & jarang tantrum 🥰 Terjemahkan 1 / 2 | Pesan dari MamaJen, kenapa Mayi pinter banget & jarang tantrum 🥰","kesimpulannyaa untuk yang berencana menikah dan menjadi orang tua butuh ekonomi yang cukup buat memenuhi kebutuhan bayi dari dalam kandungaaannn. jadi klo mbg utk anak sekolah ya emng kurang tepat si yaa.. klo ekonomi.nya baik insyaallah mereka bisa beli ini itu... butuh ekonomi yg baik dan kesadaran sdm.nya untuk menciptakan generasi yg bagus no stunting dsb..... maka yang dibutuhkan adalah 1. pekerjaan yg layak(gaji layak) 2. pendidikan (biar meningkatkan kualitas sdm indonesia) 1 / 2 | kesimpulannyaa untuk yang berencana menikah dan menjadi orang tua butuh ekonomi yang cukup buat memenuhi kebutuhan bayi dari dalam kandungaaannn. jadi klo mbg utk anak sekolah ya emng kurang tepat si yaa.. klo ekonomi.nya baik insyaallah mereka bisa beli ini itu... butuh ekonomi yg baik dan kesadaran sdm.nya untuk menciptakan generasi yg bagus no stunting dsb..... maka yang dibutuhkan adalah 1. pekerjaan yg layak(gaji layak) 2. pendidikan (biar meningkatkan kualitas sdm indonesia) | pesan dari mamajen, kenapa mayi pinter banget & jarang tantrum 🥰 terjemahkan 1 / 2 | pesan dari mamajen, kenapa mayi pinter banget & jarang tantrum 🥰",negative,mixed,disappointment,True,low,16700,242
wisnu_iswanto/DZzXVnKGIUs,"Membalas @budi_armansyha | @budi_armansyha | Ga usah ngomong pahami konteks, itu udah bener, lu yg harusnya pahami konteks, mereka punya semua SDA yg dibutuhkan, mereka harusnya bisa dapet solusi dari semua kritikan itu kalo pikiran mereka emang mau kesejahteraan rakyat. Kenyataan nya, MBG diberentiin, yg kelaperan pemilik SPPG, siswa dibilang mau makan apa kalo ga ada MBG, lu pikir orang tua nya ga ngasih makan?","membalas | | ga usah ngomong pahami konteks, itu udah bener, lu yg harusnya pahami konteks, mereka punya semua sda yg dibutuhkan, mereka harusnya bisa dapet solusi dari semua kritikan itu kalo pikiran mereka emang mau kesejahteraan rakyat. kenyataan nya, mbg diberentiin, yg kelaperan pemilik sppg, siswa dibilang mau makan apa kalo ga ada mbg, lu pikir orang tua nya ga ngasih makan?",negative,negative,frustration,True,high,0,1
indra_orlando/DZy2ovYH-Oe,"- Siapa yang kurang Gizi - Siapa yang kelaparan - Siapa yang stress - Siapa yang kepanasan Jawabannya : Bukan siswa atau penerima MBG Tapi pengelola yayasan dan pekerja MBG. | Ada yang bertanya : Jadi kalau MBG tutup karyawan nya bagaimana,menghancurkan masa depan karyawan Jawabannya : Lebih baik menghancurkan beberapa ribu karyawan dan yayasan MBG,daripada menghancurkan Jutaan Rakyat Indonesia.. Cocok kam rasa","- siapa yang kurang gizi - siapa yang kelaparan - siapa yang stress - siapa yang kepanasan jawabannya : bukan siswa atau penerima mbg tapi pengelola yayasan dan pekerja mbg. | ada yang bertanya : jadi kalau mbg tutup karyawan nya bagaimana,menghancurkan masa depan karyawan jawabannya : lebih baik menghancurkan beberapa ribu karyawan dan yayasan mbg,daripada menghancurkan jutaan rakyat indonesia.. cocok kam rasa",negative,negative,frustration,True,medium,0,0
nuranisu/DZzl0oeid7m,MBG mas buahlil kah?,mbg mas buahlil kah?,neutral,neutral,confusion,True,none,0,0
biyourshine_/DZz-VxMk3qU,Macannya abis kena tabok ompreng mbg kah? 😭😭😭,macannya abis kena tabok ompreng mbg kah? 😭😭😭,negative,neutral,sadness,True,medium,133,1
edu_mantara/DZzxSViCfn_,"""MBG buat rakyat. MBG buat anak biar dapat gizi yg cukup"" Meanwhile... Sekolah libur, pengusaha MBG ga mau libur wkwkwkwk","""mbg buat rakyat. mbg buat anak biar dapat gizi yg cukup"" meanwhile... sekolah libur, pengusaha mbg ga mau libur wkwkwkwk",mixed,negative,frustration,True,low,10,4
nug8679/DZz9t0noPKn,"Walah, seng duwe dapur MBG rak doyan wedok mbak, salah sasaran sampean Terjemahkan | Walah, seng duwe dapur MBG rak doyan wedok mbak, salah sasaran sampean","walah, seng duwe dapur mbg rak doyan wedok mbak, salah sasaran sampean terjemahkan | walah, seng duwe dapur mbg rak doyan wedok mbak, salah sasaran sampean",negative,neutral,frustration,True,medium,0,0
triofajark/DZzyRc1GUl2,"Yaa Rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim MBG KDMP sebelum November 2026 🤲🏻","yaa rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim mbg kdmp sebelum november 2026 🤲🏻",negative,negative,frustration,True,high,0,0
fnmlnd/DZzotv1iSUz,"Gila gila mati lampu hampir 4 jam daerah arcamanik, sekarang giliran antapani gila sihhhh menyusahkan rakyat bgt kamu mbg🥲","gila gila mati lampu hampir 4 jam daerah arcamanik, sekarang giliran antapani gila sihhhh menyusahkan rakyat bgt kamu mbg🥲",negative,negative,frustration,True,medium,29,9
dipoheru/DZzl01RGPee,"KERENA DIDALAM MBG BANYAK KORUPTOR & MAFIANYA, MAKA KETIKA MAHASISWA DEMO MENUNTUT BUBARKAN MBG MEREKA MEMBUAT DEMO TANDINGAN","kerena didalam mbg banyak koruptor & mafianya, maka ketika mahasiswa demo menuntut bubarkan mbg mereka membuat demo tandingan",negative,negative,anger,True,high,16,1
one_oca/DZyrtxon2_P,"Kalo MBG dihentikan, mereka lah yg akan kekurangan gizi... 🤡 Terjemahkan | Kalo MBG dihentikan, mereka lah yg akan kekurangan gizi... 🤡 | ariantoarik234","kalo mbg dihentikan, mereka lah yg akan kekurangan gizi... 🤡 terjemahkan | kalo mbg dihentikan, mereka lah yg akan kekurangan gizi... 🤡 | ariantoarik234",negative,negative,worry,True,medium,6,21
rikkigram/DZ0B8JCgTQN,Nanik MBG kak 🥲🥲😫,nanik mbg kak 🥲🥲😫,negative,neutral,frustration,True,low,0,0
diansur82/DZzG2v4j_Tm,"loh yok opo se, visi misinya MbG dr awal bgmn, apalagi sebagai Mitra!!!! Yg nama nya MBg untuk anak sekolah kan dibuat untuk anak²yg masuk pada jam sekolah. lah kl sekolah libur 2-3minggu masa iya disuruh masuk untuk tetap dpt MBG. apakah kontrak diawal tidak disebutkan jikalau sekolah libur, harus bgmn???? lah ko malah sambat blm kembali ""Modal"" artinya menjatuhkan harga diri sendiri tp mengatas namakan relawan, supplier dll...hadeh.... Sing Pinter dikit lah......","loh yok opo se, visi misinya mbg dr awal bgmn, apalagi sebagai mitra!!!! yg nama nya mbg untuk anak sekolah kan dibuat untuk anak²yg masuk pada jam sekolah. lah kl sekolah libur 2-3minggu masa iya disuruh masuk untuk tetap dpt mbg. apakah kontrak diawal tidak disebutkan jikalau sekolah libur, harus bgmn???? lah ko malah sambat blm kembali ""modal"" artinya menjatuhkan harga diri sendiri tp mengatas namakan relawan, supplier dll...hadeh.... sing pinter dikit lah......",negative,mixed,frustration,True,medium,1,0
ekaningprtw/DZy34AzE6kE,Capek bgt ngelike-in utas orang soal kontra pemerintah. Karena aku setuju sekaliiiii. Apalagi soal MBG. Idihhhhhh njsnyeeee pingin ku boom like rasanya. Capek kali sama program pemerintah yang menghabiskan anggaran besar dan tidak bermanfaat signifikan maupun untuk jangka panjang. Belum lagi utas orang yang ngeluh soal pemadaman listrik bergilir. Tuntut yaa nanti di akhirat.,capek bgt ngelike-in utas orang soal kontra pemerintah. karena aku setuju sekaliiiii. apalagi soal mbg. idihhhhhh njsnyeeee pingin ku boom like rasanya. capek kali sama program pemerintah yang menghabiskan anggaran besar dan tidak bermanfaat signifikan maupun untuk jangka panjang. belum lagi utas orang yang ngeluh soal pemadaman listrik bergilir. tuntut yaa nanti di akhirat.,negative,negative,frustration,True,medium,0,0
irdam_kurniawan/DZzsjcME7ia,"Adik2 mahasiswa yang sabar dong, kami para koruptor kan belum cukup ngumpulin harta buat 7 turunan, anak2 kami belum sukses dapat jabatan enak seperti Gibran, masa jokowi aja yg bisa nikmatin, kita dialog dulu ya, kita mediasi, kita diskusi, semua akan kita evaluasi kalian wisuda aja dulu, nanti masuk partai jadi anggota Dewan, jadi pejabat baru bisa ikutan Korupsi..... Hidup Jokowii, hidup MBG, hidup Wowo dulu kita.....","adik2 mahasiswa yang sabar dong, kami para koruptor kan belum cukup ngumpulin harta buat 7 turunan, anak2 kami belum sukses dapat jabatan enak seperti gibran, masa jokowi aja yg bisa nikmatin, kita dialog dulu ya, kita mediasi, kita diskusi, semua akan kita evaluasi kalian wisuda aja dulu, nanti masuk partai jadi anggota dewan, jadi pejabat baru bisa ikutan korupsi..... hidup jokowii, hidup mbg, hidup wowo dulu kita.....",negative,negative,sarcasm,True,medium,0,0
malaustc/DZzyc33H8Be,Nikmati selagi bisaaaa Walaupun itu MBG dari pemerintah HH🤣😂😂,nikmati selagi bisaaaa walaupun itu mbg dari pemerintah hh🤣😂😂,positive,positive,joy,True,none,0,0
temenngontengenx/DZz6X4zHUaE,"Terlepas dari pro kontra kita di postingan tempo hari...ternyata keputusa BGN gak jauh beda dari pikiran gue. | MOTOR LISTRIK MBG | Sob, menurut lo bakalan jadi solusi gak kalo 21.801 motor listrik senilai 1,3 triliun hasil pembegalan brutal mantan kepala BGN yang sekarang ketangkep, dikasihin ke para guru-guru di daerah terpencil yang kadang buat menuju sekolah tempat mereka ngajar medannya tuh berat banget...","terlepas dari pro kontra kita di postingan tempo hari...ternyata keputusa bgn gak jauh beda dari pikiran gue. | motor listrik mbg | sob, menurut lo bakalan jadi solusi gak kalo 21.801 motor listrik senilai 1,3 triliun hasil pembegalan brutal mantan kepala bgn yang sekarang ketangkep, dikasihin ke para guru-guru di daerah terpencil yang kadang buat menuju sekolah tempat mereka ngajar medannya tuh berat banget...",negative,negative,frustration,True,high,19,29
_ngalamlop_/DZzzO_NmERm,"Suasana balai kota hari ini Apel Akbar Simpatisan MBG Malang Raya Pabowo Baik😍😍😍 Meriah dan mewah yo rek bedo karo demo e sing nolak MBG😂🙏 | Malang, Jawa Timur, Indonesia","suasana balai kota hari ini apel akbar simpatisan mbg malang raya pabowo baik😍😍😍 meriah dan mewah yo rek bedo karo demo e sing nolak mbg😂🙏 | malang, jawa timur, indonesia",positive,positive,joy,True,none,0,0
triofajark/DZzG0t-GWyX,"Yaa Rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim MBG KDMP sebelum November 2026 🤲🏻","yaa rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim mbg kdmp sebelum november 2026 🤲🏻",negative,negative,frustration,True,high,15,0
triofajark/DZzyXWaGWts,"Yaa Rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim MBG KDMP sebelum November 2026 🤲🏻","yaa rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim mbg kdmp sebelum november 2026 🤲🏻",negative,negative,frustration,True,high,0,0
